transaccion_id,comercio_id,fecha,tipo,categoria,monto,cliente_id,nombre_contrapartida
TX-COM-001-01368,COM-001,2023-01-17 19:10:00,Egreso,Pago a Proveedor,278.08,,La Fabril
TX-COM-001-00160,COM-001,2023-01-17 19:23:00,Ingreso,Limpieza,47.58,CL-0024,Rosa Lopez Martinez
TX-COM-001-01098,COM-001,2023-01-17 19:36:00,Ingreso,Bebidas,6.44,CL-0030,Rosa Martin Cevallos
TX-COM-001-01620,COM-001,2023-01-18 09:07:00,Ingreso,Lácteos,48.35,CL-0011,Jorge Almeida Sanchez
TX-COM-001-01430,COM-001,2023-01-18 14:20:00,Egreso,Servicios Básicos,38.21,,Empresa Eléctrica
TX-COM-001-01511,COM-001,2023-01-18 18:34:00,Ingreso,Otros,3.34,CL-0041,Valentina Noboa Perez
TX-COM-001-01977,COM-001,2023-01-19 11:44:00,Ingreso,Limpieza,47.7,CL-0002,Marta Fernandez Noboa
TX-COM-001-01413,COM-001,2023-01-19 12:31:00,Egreso,Servicios Básicos,189.69,,Empresa Eléctrica
TX-COM-001-01958,COM-001,2023-01-19 13:04:00,Egreso,Pago a Proveedor,227.0,,Snacks Frito Lay
TX-COM-001-00022,COM-001,2023-01-19 13:37:00,Ingreso,Limpieza,7.24,CL-0020,Patricia Mendoza Lopez
TX-COM-001-00327,COM-001,2023-01-19 14:50:00,Ingreso,Otros,48.14,CL-0019,Luis Velasco Sanchez
TX-COM-001-01873,COM-001,2023-01-19 17:17:00,Ingreso,Snacks,5.95,CL-0015,Juan Rodriguez Martinez
TX-COM-001-00253,COM-001,2023-01-19 20:41:00,Ingreso,Lácteos,43.24,CL-0004,Carlos Cevallos Garcia
TX-COM-001-00328,COM-001,2023-01-20 08:19:00,Ingreso,Abarrotes,46.49,CL-0022,Valentina Saltos Chavez
TX-COM-001-00326,COM-001,2023-01-20 10:26:00,Egreso,Pago a Proveedor,281.5,,Helados Pingüino
TX-COM-001-00587,COM-001,2023-01-20 14:56:00,Egreso,Servicios Básicos,86.52,,Empresa Eléctrica
TX-COM-001-00932,COM-001,2023-01-20 16:06:00,Ingreso,Abarrotes,44.01,CL-0016,Carlos Martinez Mendoza
TX-COM-001-00885,COM-001,2023-01-20 19:51:00,Ingreso,Abarrotes,39.23,CL-0050,Camila Mendoza Lopez
TX-COM-001-01080,COM-001,2023-01-21 10:06:00,Ingreso,Otros,31.01,CL-0050,Camila Mendoza Lopez
TX-COM-001-01619,COM-001,2023-01-21 10:36:00,Ingreso,Bebidas,5.3,CL-0017,Camila Perez Velasco
TX-COM-001-01370,COM-001,2023-01-21 16:09:00,Ingreso,Lácteos,49.56,CL-0020,Patricia Mendoza Lopez
TX-COM-001-01761,COM-001,2023-01-21 19:49:00,Ingreso,Bebidas,11.23,CL-0040,Carlos Perez Rodriguez
TX-COM-001-00065,COM-001,2023-01-21 20:01:00,Egreso,Pago a Proveedor,254.98,,Arca Continental (Coca-Cola)
TX-COM-001-01042,COM-001,2023-01-22 09:58:00,Ingreso,Lácteos,47.85,CL-0028,Rosa Martin Saltos
TX-COM-001-00072,COM-001,2023-01-22 13:34:00,Ingreso,Lácteos,4.38,CL-0042,Ana Rodriguez Gonzalez
TX-COM-001-00579,COM-001,2023-01-22 14:05:00,Egreso,Pago a Proveedor,76.54,,Tonicorp
TX-COM-001-01468,COM-001,2023-01-22 15:32:00,Ingreso,Limpieza,23.11,CL-0028,Rosa Martin Saltos
TX-COM-001-00213,COM-001,2023-01-22 15:58:00,Egreso,Pago a Proveedor,72.71,,Nestlé Ecuador
TX-COM-001-01893,COM-001,2023-01-22 17:33:00,Ingreso,Snacks,7.03,CL-0030,Rosa Martin Cevallos
TX-COM-001-01770,COM-001,2023-01-22 17:41:00,Ingreso,Bebidas,35.29,CL-0036,Daniel Noboa Martinez
TX-COM-001-00930,COM-001,2023-01-22 17:47:00,Egreso,Servicios Básicos,107.61,,Empresa Eléctrica
TX-COM-001-01853,COM-001,2023-01-23 09:03:00,Egreso,Pago a Proveedor,93.84,,Pronaca
TX-COM-001-01275,COM-001,2023-01-23 10:31:00,Egreso,Pago a Proveedor,229.39,,Tesalia CBC (Pepsi)
TX-COM-001-01624,COM-001,2023-01-23 11:02:00,Ingreso,Lácteos,42.95,CL-0014,Fernando Martinez Almeida
TX-COM-001-00572,COM-001,2023-01-23 12:28:00,Ingreso,Bebidas,42.02,CL-0037,Mateo Saltos Sanchez
TX-COM-001-00249,COM-001,2023-01-23 13:34:00,Ingreso,Otros,9.58,CL-0050,Camila Mendoza Lopez
TX-COM-001-01422,COM-001,2023-01-23 19:14:00,Ingreso,Limpieza,27.09,CL-0021,Carlos Noboa Noboa
TX-COM-001-00433,COM-001,2023-01-23 20:45:00,Ingreso,Lácteos,32.75,CL-0044,Juan Zambrano Sanchez
TX-COM-001-01271,COM-001,2023-01-24 08:16:00,Ingreso,Limpieza,15.82,CL-0026,Andres Cevallos Gomez
TX-COM-001-00740,COM-001,2023-01-24 08:41:00,Ingreso,Otros,48.45,CL-0041,Valentina Noboa Perez
TX-COM-001-00395,COM-001,2023-01-24 09:43:00,Egreso,Pago a Proveedor,177.78,,Bimbo Ecuador
TX-COM-001-00195,COM-001,2023-01-24 11:25:00,Egreso,Pago a Proveedor,22.15,,Cervecería Nacional (Pilsener)
TX-COM-001-00507,COM-001,2023-01-24 14:04:00,Egreso,Pago a Proveedor,236.59,,Tesalia CBC (Pepsi)
TX-COM-001-01078,COM-001,2023-01-24 17:11:00,Ingreso,Abarrotes,14.42,CL-0049,Diego Fernandez Perez
TX-COM-001-00468,COM-001,2023-01-25 08:06:00,Ingreso,Limpieza,1.8,CL-0011,Jorge Almeida Sanchez
TX-COM-001-01162,COM-001,2023-01-25 12:18:00,Ingreso,Abarrotes,26.18,CL-0050,Camila Mendoza Lopez
TX-COM-001-01372,COM-001,2023-01-25 12:56:00,Ingreso,Bebidas,41.14,CL-0032,Ana Velasco Zambrano
TX-COM-001-00383,COM-001,2023-01-25 20:00:00,Ingreso,Otros,12.34,CL-0046,Luis Fernandez Fernandez
TX-COM-001-00988,COM-001,2023-01-26 09:24:00,Ingreso,Limpieza,20.2,CL-0046,Luis Fernandez Fernandez
TX-COM-001-00950,COM-001,2023-01-26 10:09:00,Ingreso,Lácteos,2.8,CL-0003,Paulina Gonzalez Garcia
TX-COM-001-00865,COM-001,2023-01-26 13:14:00,Ingreso,Abarrotes,1.64,CL-0014,Fernando Martinez Almeida
TX-COM-001-00658,COM-001,2023-01-26 16:14:00,Ingreso,Limpieza,20.76,CL-0016,Carlos Martinez Mendoza
TX-COM-001-00892,COM-001,2023-01-26 16:25:00,Ingreso,Limpieza,25.59,CL-0050,Camila Mendoza Lopez
TX-COM-001-00322,COM-001,2023-01-27 09:26:00,Ingreso,Limpieza,5.93,CL-0050,Camila Mendoza Lopez
TX-COM-001-00019,COM-001,2023-01-27 09:40:00,Ingreso,Lácteos,3.16,CL-0022,Valentina Saltos Chavez
TX-COM-001-00115,COM-001,2023-01-27 11:17:00,Ingreso,Lácteos,22.47,CL-0045,Valentina Zambrano Perez
TX-COM-001-01816,COM-001,2023-01-27 12:05:00,Egreso,Pago a Proveedor,26.48,,Nestlé Ecuador
TX-COM-001-00183,COM-001,2023-01-27 12:38:00,Ingreso,Abarrotes,29.32,CL-0014,Fernando Martinez Almeida
TX-COM-001-00945,COM-001,2023-01-27 14:19:00,Ingreso,Limpieza,15.15,CL-0012,Maria Perez Martin
TX-COM-001-00296,COM-001,2023-01-27 17:35:00,Ingreso,Snacks,15.14,CL-0025,Mateo Rodriguez Chavez
TX-COM-001-01697,COM-001,2023-01-27 18:15:00,Egreso,Pago a Proveedor,169.69,,Arca Continental (Coca-Cola)
TX-COM-001-01279,COM-001,2023-01-28 11:09:00,Ingreso,Bebidas,2.76,CL-0017,Camila Perez Velasco
TX-COM-001-01443,COM-001,2023-01-28 14:22:00,Ingreso,Bebidas,32.39,CL-0013,Rosa Chavez Gomez
TX-COM-001-00236,COM-001,2023-01-28 14:32:00,Ingreso,Limpieza,49.73,CL-0024,Rosa Lopez Martinez
TX-COM-001-00089,COM-001,2023-01-28 16:18:00,Ingreso,Bebidas,32.26,CL-0049,Diego Fernandez Perez
TX-COM-001-01532,COM-001,2023-01-28 18:15:00,Egreso,Servicios Básicos,221.46,,Empresa Eléctrica
TX-COM-001-01038,COM-001,2023-01-28 18:16:00,Ingreso,Abarrotes,3.57,CL-0030,Rosa Martin Cevallos
TX-COM-001-00617,COM-001,2023-01-28 18:37:00,Ingreso,Snacks,4.49,CL-0013,Rosa Chavez Gomez
TX-COM-001-01962,COM-001,2023-01-29 08:49:00,Ingreso,Bebidas,27.18,CL-0025,Mateo Rodriguez Chavez
TX-COM-001-01389,COM-001,2023-01-30 12:24:00,Ingreso,Bebidas,21.23,CL-0021,Carlos Noboa Noboa
TX-COM-001-00868,COM-001,2023-01-30 17:17:00,Ingreso,Otros,4.45,CL-0020,Patricia Mendoza Lopez
TX-COM-001-01984,COM-001,2023-01-30 20:06:00,Ingreso,Otros,46.69,CL-0019,Luis Velasco Sanchez
TX-COM-001-01956,COM-001,2023-01-31 10:13:00,Ingreso,Otros,17.15,CL-0049,Diego Fernandez Perez
TX-COM-001-01979,COM-001,2023-01-31 12:54:00,Ingreso,Limpieza,1.92,CL-0025,Mateo Rodriguez Chavez
TX-COM-001-00457,COM-001,2023-01-31 17:22:00,Ingreso,Snacks,27.4,CL-0021,Carlos Noboa Noboa
TX-COM-001-00325,COM-001,2023-01-31 20:05:00,Ingreso,Bebidas,27.22,CL-0047,Fernando Saltos Saltos
TX-COM-001-00573,COM-001,2023-02-01 10:48:00,Ingreso,Abarrotes,5.2,CL-0023,Marta Cevallos Zambrano
TX-COM-001-01054,COM-001,2023-02-01 14:24:00,Ingreso,Abarrotes,13.65,CL-0017,Camila Perez Velasco
TX-COM-001-00517,COM-001,2023-02-01 14:42:00,Egreso,Pago a Proveedor,101.67,,Arca Continental (Coca-Cola)
TX-COM-001-00343,COM-001,2023-02-01 16:57:00,Ingreso,Snacks,27.3,CL-0011,Jorge Almeida Sanchez
TX-COM-001-01931,COM-001,2023-02-02 10:41:00,Ingreso,Otros,36.24,CL-0022,Valentina Saltos Chavez
TX-COM-001-01322,COM-001,2023-02-02 12:57:00,Ingreso,Limpieza,6.73,CL-0040,Carlos Perez Rodriguez
TX-COM-001-01564,COM-001,2023-02-02 13:01:00,Ingreso,Limpieza,24.77,CL-0049,Diego Fernandez Perez
TX-COM-001-00607,COM-001,2023-02-02 13:17:00,Ingreso,Lácteos,13.8,CL-0046,Luis Fernandez Fernandez
TX-COM-001-00170,COM-001,2023-02-02 15:28:00,Ingreso,Snacks,30.09,CL-0029,Ana Gomez Cevallos
TX-COM-001-00860,COM-001,2023-02-02 18:34:00,Egreso,Pago a Proveedor,166.74,,Arca Continental (Coca-Cola)
TX-COM-001-01068,COM-001,2023-02-02 20:34:00,Ingreso,Limpieza,27.16,CL-0029,Ana Gomez Cevallos
TX-COM-001-00996,COM-001,2023-02-03 15:07:00,Ingreso,Limpieza,42.44,CL-0019,Luis Velasco Sanchez
TX-COM-001-01726,COM-001,2023-02-04 09:36:00,Ingreso,Otros,14.65,CL-0006,Juan Garcia Martinez
TX-COM-001-00180,COM-001,2023-02-04 09:53:00,Ingreso,Limpieza,5.73,CL-0048,Maria Fernandez Gonzalez
TX-COM-001-01116,COM-001,2023-02-04 16:45:00,Ingreso,Bebidas,49.08,CL-0016,Carlos Martinez Mendoza
TX-COM-001-01437,COM-001,2023-02-04 17:50:00,Egreso,Pago a Proveedor,55.27,,Snacks Frito Lay
TX-COM-001-01501,COM-001,2023-02-04 19:46:00,Ingreso,Bebidas,45.53,CL-0027,Rosa Noboa Gomez
TX-COM-001-00955,COM-001,2023-02-04 20:27:00,Egreso,Pago a Proveedor,101.99,,Pronaca
TX-COM-001-00189,COM-001,2023-02-05 10:47:00,Ingreso,Abarrotes,5.5,CL-0034,Valentina Rodriguez Rodriguez
TX-COM-001-00014,COM-001,2023-02-05 11:23:00,Ingreso,Limpieza,41.85,CL-0046,Luis Fernandez Fernandez
TX-COM-001-00121,COM-001,2023-02-05 12:49:00,Ingreso,Limpieza,17.65,CL-0033,Fernando Martin Perez
TX-COM-001-01444,COM-001,2023-02-05 13:12:00,Ingreso,Otros,34.9,CL-0030,Rosa Martin Cevallos
TX-COM-001-00349,COM-001,2023-02-05 15:02:00,Ingreso,Bebidas,38.68,CL-0050,Camila Mendoza Lopez
TX-COM-001-01061,COM-001,2023-02-05 16:14:00,Ingreso,Otros,41.08,CL-0031,Marta Almeida Martinez
TX-COM-001-01004,COM-001,2023-02-05 17:06:00,Ingreso,Snacks,38.8,CL-0025,Mateo Rodriguez Chavez
TX-COM-001-00815,COM-001,2023-02-06 09:10:00,Ingreso,Lácteos,16.53,CL-0019,Luis Velasco Sanchez
TX-COM-001-00895,COM-001,2023-02-06 12:49:00,Ingreso,Otros,46.28,CL-0006,Juan Garcia Martinez
TX-COM-001-01600,COM-001,2023-02-06 16:46:00,Ingreso,Otros,46.23,CL-0045,Valentina Zambrano Perez
TX-COM-001-00100,COM-001,2023-02-06 18:14:00,Egreso,Servicios Básicos,241.55,,CNT
TX-COM-001-00348,COM-001,2023-02-07 08:27:00,Ingreso,Abarrotes,27.52,CL-0004,Carlos Cevallos Garcia
TX-COM-001-01772,COM-001,2023-02-07 11:24:00,Egreso,Pago a Proveedor,46.18,,Nestlé Ecuador
TX-COM-001-01450,COM-001,2023-02-07 13:01:00,Ingreso,Bebidas,15.24,CL-0013,Rosa Chavez Gomez
TX-COM-001-00548,COM-001,2023-02-07 13:45:00,Egreso,Pago a Proveedor,184.08,,Tonicorp
TX-COM-001-00269,COM-001,2023-02-07 15:11:00,Egreso,Pago a Proveedor,299.23,,Moderna Alimentos
TX-COM-001-01941,COM-001,2023-02-07 15:48:00,Ingreso,Otros,42.19,CL-0012,Maria Perez Martin
TX-COM-001-00286,COM-001,2023-02-07 19:03:00,Ingreso,Limpieza,24.73,CL-0014,Fernando Martinez Almeida
TX-COM-001-01999,COM-001,2023-02-09 11:13:00,Ingreso,Lácteos,41.63,CL-0044,Juan Zambrano Sanchez
TX-COM-001-00869,COM-001,2023-02-09 11:33:00,Ingreso,Otros,12.32,CL-0025,Mateo Rodriguez Chavez
TX-COM-001-00745,COM-001,2023-02-09 16:41:00,Ingreso,Bebidas,10.16,CL-0024,Rosa Lopez Martinez
TX-COM-001-00265,COM-001,2023-02-09 17:08:00,Ingreso,Limpieza,16.4,CL-0018,Maria Velasco Chavez
TX-COM-001-00883,COM-001,2023-02-09 19:20:00,Ingreso,Bebidas,24.93,CL-0045,Valentina Zambrano Perez
TX-COM-001-01002,COM-001,2023-02-09 19:59:00,Ingreso,Limpieza,6.6,CL-0039,Fernando Mendoza Cevallos
TX-COM-001-00819,COM-001,2023-02-10 11:10:00,Ingreso,Abarrotes,4.13,CL-0031,Marta Almeida Martinez
TX-COM-001-00813,COM-001,2023-02-10 14:39:00,Ingreso,Otros,47.87,CL-0011,Jorge Almeida Sanchez
TX-COM-001-00659,COM-001,2023-02-10 15:28:00,Egreso,Pago a Proveedor,44.65,,Moderna Alimentos
TX-COM-001-00492,COM-001,2023-02-10 16:58:00,Ingreso,Bebidas,27.28,CL-0026,Andres Cevallos Gomez
TX-COM-001-00283,COM-001,2023-02-11 08:41:00,Ingreso,Lácteos,32.91,CL-0050,Camila Mendoza Lopez
TX-COM-001-00010,COM-001,2023-02-11 14:42:00,Ingreso,Snacks,16.5,CL-0017,Camila Perez Velasco
TX-COM-001-01959,COM-001,2023-02-11 16:30:00,Egreso,Pago a Proveedor,222.53,,Tesalia CBC (Pepsi)
TX-COM-001-01554,COM-001,2023-02-11 16:58:00,Ingreso,Limpieza,9.13,CL-0028,Rosa Martin Saltos
TX-COM-001-01611,COM-001,2023-02-12 09:31:00,Ingreso,Snacks,12.02,CL-0038,Luis Martin Chavez
TX-COM-001-01143,COM-001,2023-02-12 16:54:00,Ingreso,Otros,47.92,CL-0033,Fernando Martin Perez
TX-COM-001-00491,COM-001,2023-02-12 18:34:00,Ingreso,Bebidas,14.6,CL-0020,Patricia Mendoza Lopez
TX-COM-001-00234,COM-001,2023-02-12 20:10:00,Ingreso,Snacks,8.22,CL-0028,Rosa Martin Saltos
TX-COM-001-01913,COM-001,2023-02-13 08:17:00,Egreso,Pago a Proveedor,49.97,,Nestlé Ecuador
TX-COM-001-00425,COM-001,2023-02-13 09:49:00,Ingreso,Otros,18.4,CL-0042,Ana Rodriguez Gonzalez
TX-COM-001-00042,COM-001,2023-02-13 12:32:00,Ingreso,Snacks,17.42,CL-0049,Diego Fernandez Perez
TX-COM-001-00221,COM-001,2023-02-13 12:35:00,Ingreso,Lácteos,40.85,CL-0043,Maria Velasco Rodriguez
TX-COM-001-00245,COM-001,2023-02-13 16:23:00,Ingreso,Snacks,27.66,CL-0033,Fernando Martin Perez
TX-COM-001-00215,COM-001,2023-02-13 16:41:00,Ingreso,Bebidas,35.67,CL-0029,Ana Gomez Cevallos
