transaccion_id,comercio_id,fecha,tipo,categoria,monto,cliente_id,nombre_contrapartida
TX-COM-001-00003,COM-001,2025-01-01 18:44:34,Ingreso,Lácteos,15.35,CL-0027,Rosa Noboa Gomez
TX-COM-001-00004,COM-001,2025-01-01 19:00:48,Ingreso,Abarrotes,28.57,CL-0011,Jorge Almeida Sanchez
TX-COM-003-00002,COM-003,2025-01-01 19:19:37,Ingreso,Manicure y Pedicure,10.6,CL-0022,Valentina Saltos Chavez
TX-COM-001-00001,COM-001,2025-01-01 19:43:47,Ingreso,Abarrotes,13.93,CL-0035,Carmen Noboa Lopez
TX-COM-002-00021,COM-002,2025-01-02 08:12:49,Ingreso,Platos Especiales,10.25,CL-0018,Maria Velasco Chavez
TX-COM-002-07492,COM-002,2025-01-02 08:30:00,Egreso,Pago a Proveedor,162.94,,Pronaca
TX-COM-002-00016,COM-002,2025-01-02 08:37:48,Ingreso,Desayunos,3.62,CL-0023,Marta Cevallos Zambrano
TX-COM-001-00005,COM-001,2025-01-02 08:48:21,Ingreso,Lácteos,10.49,CL-0007,Diego Gomez Lopez
TX-COM-001-00009,COM-001,2025-01-02 09:18:05,Ingreso,Lácteos,4.01,CL-0015,Juan Rodriguez Martinez
TX-COM-002-00018,COM-002,2025-01-02 10:04:59,Ingreso,Almuerzos,3.95,CL-0014,Fernando Martinez Almeida
TX-COM-002-07714,COM-002,2025-01-02 10:10:00,Egreso,Pago a Proveedor,26.71,,Tonicorp
TX-COM-002-07881,COM-002,2025-01-02 11:02:00,Egreso,Servicios Básicos,83.24,,Empresa Eléctrica
TX-COM-002-00019,COM-002,2025-01-02 11:43:53,Ingreso,Almuerzos,4.2,CL-0044,Juan Zambrano Sanchez
TX-COM-002-00013,COM-002,2025-01-02 12:01:53,Ingreso,Desayunos,3.14,CL-0019,Luis Velasco Sanchez
TX-COM-002-00017,COM-002,2025-01-02 12:05:50,Ingreso,Desayunos,1.87,CL-0036,Daniel Noboa Martinez
TX-COM-001-03219,COM-001,2025-01-02 12:16:00,Egreso,Servicios Básicos,143.87,,Empresa Eléctrica
TX-COM-002-00015,COM-002,2025-01-02 12:27:21,Ingreso,Platos Especiales,11.32,CL-0002,Marta Fernandez Noboa
TX-COM-003-00006,COM-003,2025-01-02 12:38:00,Ingreso,Corte y Peinado,12.46,CL-0011,Jorge Almeida Sanchez
TX-COM-002-00020,COM-002,2025-01-02 13:20:36,Ingreso,Snacks y Pastelería,2.92,CL-0022,Valentina Saltos Chavez
TX-COM-003-02254,COM-003,2025-01-02 13:45:00,Egreso,Servicios Básicos,41.79,,Empresa Eléctrica
TX-COM-003-00005,COM-003,2025-01-02 15:45:49,Ingreso,Tratamientos Capilares,25.45,CL-0034,Valentina Rodriguez Rodriguez
TX-COM-002-00014,COM-002,2025-01-02 17:56:42,Ingreso,Bebidas,2.32,CL-0008,Rosa Rodriguez Chavez
TX-COM-003-00004,COM-003,2025-01-02 18:22:13,Ingreso,Corte y Peinado,7.6,CL-0031,Marta Almeida Martinez
TX-COM-001-00008,COM-001,2025-01-02 20:23:36,Ingreso,Abarrotes,30.15,CL-0013,Rosa Chavez Gomez
TX-COM-001-00006,COM-001,2025-01-02 20:38:16,Ingreso,Abarrotes,8.87,CL-0003,Paulina Gonzalez Garcia
TX-COM-001-00007,COM-001,2025-01-02 21:24:05,Ingreso,Lácteos,14.8,CL-0036,Daniel Noboa Martinez
TX-COM-002-00025,COM-002,2025-01-03 07:03:07,Ingreso,Almuerzos,5.21,CL-0049,Diego Fernandez Perez
TX-COM-002-00026,COM-002,2025-01-03 07:12:52,Ingreso,Almuerzos,3.51,CL-0040,Carlos Perez Rodriguez
TX-COM-002-00028,COM-002,2025-01-03 08:18:40,Ingreso,Desayunos,3.03,CL-0039,Fernando Mendoza Cevallos
TX-COM-001-00010,COM-001,2025-01-03 08:22:13,Ingreso,Bebidas,25.36,CL-0043,Maria Velasco Rodriguez
TX-COM-002-07762,COM-002,2025-01-03 09:39:00,Egreso,Pago a Proveedor,55.84,,Distribuidora La Merced
TX-COM-001-00014,COM-001,2025-01-03 11:17:04,Ingreso,Abarrotes,6.28,CL-0014,Fernando Martinez Almeida
TX-COM-001-00013,COM-001,2025-01-03 11:49:49,Ingreso,Lácteos,7.83,CL-0004,Carlos Cevallos Garcia
TX-COM-002-00024,COM-002,2025-01-03 12:32:27,Ingreso,Bebidas,0.75,CL-0039,Fernando Mendoza Cevallos
TX-COM-002-00022,COM-002,2025-01-03 12:49:19,Ingreso,Almuerzos,3.37,CL-0033,Fernando Martin Perez
TX-COM-002-00027,COM-002,2025-01-03 13:03:04,Ingreso,Almuerzos,5.42,CL-0025,Mateo Rodriguez Chavez
TX-COM-002-00023,COM-002,2025-01-03 13:53:10,Ingreso,Almuerzos,5.25,CL-0031,Marta Almeida Martinez
TX-COM-003-00009,COM-003,2025-01-03 14:13:36,Ingreso,Tinte y Coloración,57.8,CL-0023,Marta Cevallos Zambrano
TX-COM-001-00016,COM-001,2025-01-03 14:16:08,Ingreso,Bebidas,27.61,CL-0016,Carlos Martinez Mendoza
TX-COM-001-02911,COM-001,2025-01-03 15:08:00,Egreso,Pago a Proveedor,55.07,,Tonicorp
TX-COM-002-07865,COM-002,2025-01-03 15:16:00,Egreso,Servicios Básicos,126.71,,CNT
TX-COM-001-00012,COM-001,2025-01-03 15:17:59,Ingreso,Bebidas,8.85,CL-0041,Valentina Noboa Perez
TX-COM-003-00010,COM-003,2025-01-03 16:06:16,Ingreso,Otros Servicios,38.65,CL-0028,Rosa Martin Saltos
TX-COM-003-00007,COM-003,2025-01-03 16:59:01,Ingreso,Corte y Peinado,11.87,CL-0032,Ana Velasco Zambrano
TX-COM-001-00015,COM-001,2025-01-03 18:13:41,Ingreso,Limpieza,18.31,CL-0032,Ana Velasco Zambrano
TX-COM-001-00011,COM-001,2025-01-03 18:38:40,Ingreso,Abarrotes,42.47,CL-0011,Jorge Almeida Sanchez
TX-COM-003-00008,COM-003,2025-01-03 18:45:27,Ingreso,Manicure y Pedicure,13.73,CL-0023,Marta Cevallos Zambrano
TX-COM-003-00011,COM-003,2025-01-03 18:49:18,Ingreso,Corte y Peinado,5.95,CL-0022,Valentina Saltos Chavez
TX-COM-001-00021,COM-001,2025-01-04 06:46:07,Ingreso,Varios,43.74,CL-0044,Juan Zambrano Sanchez
TX-COM-002-00036,COM-002,2025-01-04 07:49:16,Ingreso,Desayunos,3.83,CL-0002,Marta Fernandez Noboa
TX-COM-002-00040,COM-002,2025-01-04 07:54:57,Ingreso,Desayunos,1.7,CL-0011,Jorge Almeida Sanchez
TX-COM-002-00031,COM-002,2025-01-04 08:01:57,Ingreso,Bebidas,1.14,CL-0032,Ana Velasco Zambrano
TX-COM-001-00019,COM-001,2025-01-04 08:10:50,Ingreso,Snacks,13.06,CL-0044,Juan Zambrano Sanchez
TX-COM-002-00041,COM-002,2025-01-04 08:24:07,Ingreso,Desayunos,1.7,CL-0015,Juan Rodriguez Martinez
TX-COM-002-00029,COM-002,2025-01-04 08:40:33,Ingreso,Almuerzos,4.02,CL-0013,Rosa Chavez Gomez
TX-COM-002-00032,COM-002,2025-01-04 09:03:45,Ingreso,Desayunos,3.0,CL-0029,Ana Gomez Cevallos
TX-COM-002-00039,COM-002,2025-01-04 09:25:06,Ingreso,Bebidas,1.05,CL-0030,Rosa Martin Cevallos
TX-COM-003-00018,COM-003,2025-01-04 10:16:11,Ingreso,Corte y Peinado,17.62,CL-0008,Rosa Rodriguez Chavez
TX-COM-001-03178,COM-001,2025-01-04 11:51:00,Egreso,Pago a Proveedor,77.37,,Helados Pingüino
TX-COM-002-00037,COM-002,2025-01-04 12:04:12,Ingreso,Almuerzos,4.31,CL-0013,Rosa Chavez Gomez
TX-COM-002-00034,COM-002,2025-01-04 12:05:47,Ingreso,Desayunos,2.36,CL-0032,Ana Velasco Zambrano
TX-COM-002-00044,COM-002,2025-01-04 12:18:19,Ingreso,Almuerzos,3.19,CL-0017,Camila Perez Velasco
TX-COM-001-00020,COM-001,2025-01-04 12:29:33,Ingreso,Bebidas,3.78,CL-0017,Camila Perez Velasco
TX-COM-002-00030,COM-002,2025-01-04 12:40:09,Ingreso,Snacks y Pastelería,3.37,CL-0004,Carlos Cevallos Garcia
TX-COM-002-00042,COM-002,2025-01-04 12:42:20,Ingreso,Bebidas,1.17,CL-0009,Fernando Gomez Gonzalez
TX-COM-002-00033,COM-002,2025-01-04 13:26:42,Ingreso,Snacks y Pastelería,2.82,CL-0009,Fernando Gomez Gonzalez
TX-COM-001-02790,COM-001,2025-01-04 14:17:00,Egreso,Pago a Proveedor,142.84,,Cervecería Nacional (Pilsener)
TX-COM-003-00015,COM-003,2025-01-04 14:36:51,Ingreso,Tratamientos Capilares,28.0,CL-0019,Luis Velasco Sanchez
TX-COM-003-00012,COM-003,2025-01-04 14:45:43,Ingreso,Tratamientos Capilares,27.78,CL-0005,Camila Saltos Perez
TX-COM-002-00035,COM-002,2025-01-04 14:59:03,Ingreso,Bebidas,2.2,CL-0011,Jorge Almeida Sanchez
TX-COM-003-02238,COM-003,2025-01-04 15:25:00,Egreso,Servicios Básicos,77.74,,CNT
TX-COM-003-00017,COM-003,2025-01-04 15:39:50,Ingreso,Tinte y Coloración,57.48,CL-0048,Maria Fernandez Gonzalez
TX-COM-002-00038,COM-002,2025-01-04 15:59:20,Ingreso,Almuerzos,3.58,CL-0023,Marta Cevallos Zambrano
TX-COM-003-00014,COM-003,2025-01-04 16:09:10,Ingreso,Tinte y Coloración,63.2,CL-0014,Fernando Martinez Almeida
TX-COM-003-00020,COM-003,2025-01-04 16:14:12,Ingreso,Corte y Peinado,14.33,CL-0038,Luis Martin Chavez
TX-COM-003-00019,COM-003,2025-01-04 16:37:05,Ingreso,Tratamientos Capilares,33.9,CL-0017,Camila Perez Velasco
TX-COM-003-00013,COM-003,2025-01-04 17:16:43,Ingreso,Manicure y Pedicure,13.69,CL-0030,Rosa Martin Cevallos
TX-COM-003-00016,COM-003,2025-01-04 17:19:34,Ingreso,Corte y Peinado,15.26,CL-0020,Patricia Mendoza Lopez
TX-COM-002-00043,COM-002,2025-01-04 18:24:07,Ingreso,Desayunos,2.87,CL-0013,Rosa Chavez Gomez
TX-COM-001-00017,COM-001,2025-01-04 19:27:57,Ingreso,Lácteos,14.86,CL-0038,Luis Martin Chavez
TX-COM-001-00018,COM-001,2025-01-04 22:32:31,Ingreso,Bebidas,8.14,CL-0006,Juan Garcia Martinez
TX-COM-002-00050,COM-002,2025-01-05 07:31:57,Ingreso,Almuerzos,3.4,CL-0038,Luis Martin Chavez
TX-COM-002-00047,COM-002,2025-01-05 08:13:43,Ingreso,Almuerzos,5.49,CL-0017,Camila Perez Velasco
TX-COM-002-00045,COM-002,2025-01-05 08:37:20,Ingreso,Desayunos,3.31,CL-0004,Carlos Cevallos Garcia
TX-COM-001-00022,COM-001,2025-01-05 10:10:29,Ingreso,Snacks,5.76,CL-0001,Rosa Garcia Gomez
TX-COM-001-00023,COM-001,2025-01-05 10:32:48,Ingreso,Varios,44.41,CL-0012,Maria Perez Martin
TX-COM-002-07641,COM-002,2025-01-05 10:42:00,Egreso,Pago a Proveedor,122.76,,Moderna Alimentos
TX-COM-001-00027,COM-001,2025-01-05 11:03:15,Ingreso,Limpieza,25.45,CL-0037,Mateo Saltos Sanchez
TX-COM-002-00051,COM-002,2025-01-05 12:16:33,Ingreso,Desayunos,1.96,CL-0027,Rosa Noboa Gomez
TX-COM-002-00046,COM-002,2025-01-05 12:52:06,Ingreso,Almuerzos,3.99,CL-0028,Rosa Martin Saltos
TX-COM-002-00049,COM-002,2025-01-05 12:58:11,Ingreso,Bebidas,1.62,CL-0005,Camila Saltos Perez
TX-COM-002-00048,COM-002,2025-01-05 12:59:09,Ingreso,Bebidas,1.45,CL-0030,Rosa Martin Cevallos
TX-COM-001-03091,COM-001,2025-01-05 14:06:00,Egreso,Pago a Proveedor,61.01,,Bimbo Ecuador
TX-COM-001-00028,COM-001,2025-01-05 15:04:48,Ingreso,Limpieza,5.31,CL-0035,Carmen Noboa Lopez
TX-COM-001-00026,COM-001,2025-01-05 15:07:59,Ingreso,Limpieza,19.17,CL-0024,Rosa Lopez Martinez
TX-COM-003-00025,COM-003,2025-01-05 15:55:42,Ingreso,Manicure y Pedicure,19.12,CL-0014,Fernando Martinez Almeida
TX-COM-003-00023,COM-003,2025-01-05 17:09:57,Ingreso,Tinte y Coloración,62.33,CL-0022,Valentina Saltos Chavez
TX-COM-003-00022,COM-003,2025-01-05 17:22:20,Ingreso,Manicure y Pedicure,9.85,CL-0017,Camila Perez Velasco
TX-COM-001-00024,COM-001,2025-01-05 17:53:40,Ingreso,Bebidas,4.98,CL-0033,Fernando Martin Perez
TX-COM-003-00024,COM-003,2025-01-05 18:28:11,Ingreso,Tratamientos Capilares,43.35,CL-0001,Rosa Garcia Gomez
TX-COM-003-00021,COM-003,2025-01-05 18:42:25,Ingreso,Tinte y Coloración,45.42,CL-0008,Rosa Rodriguez Chavez
TX-COM-001-00025,COM-001,2025-01-05 19:34:49,Ingreso,Lácteos,6.36,CL-0034,Valentina Rodriguez Rodriguez
TX-COM-002-00066,COM-002,2025-01-06 07:10:08,Ingreso,Almuerzos,4.37,CL-0003,Paulina Gonzalez Garcia
TX-COM-002-00061,COM-002,2025-01-06 07:21:34,Ingreso,Desayunos,3.15,CL-0029,Ana Gomez Cevallos
TX-COM-002-00063,COM-002,2025-01-06 08:36:08,Ingreso,Desayunos,3.43,CL-0021,Carlos Noboa Noboa
TX-COM-002-00065,COM-002,2025-01-06 08:39:38,Ingreso,Desayunos,3.2,CL-0035,Carmen Noboa Lopez
TX-COM-002-00054,COM-002,2025-01-06 08:43:20,Ingreso,Snacks y Pastelería,3.12,CL-0027,Rosa Noboa Gomez
TX-COM-002-00053,COM-002,2025-01-06 08:52:34,Ingreso,Bebidas,2.27,CL-0016,Carlos Martinez Mendoza
TX-COM-002-00060,COM-002,2025-01-06 09:10:05,Ingreso,Almuerzos,4.57,CL-0026,Andres Cevallos Gomez
TX-COM-002-00062,COM-002,2025-01-06 10:09:46,Ingreso,Snacks y Pastelería,2.72,CL-0005,Camila Saltos Perez
TX-COM-001-00031,COM-001,2025-01-06 11:42:41,Ingreso,Lácteos,7.43,CL-0024,Rosa Lopez Martinez
TX-COM-002-00057,COM-002,2025-01-06 12:03:25,Ingreso,Snacks y Pastelería,1.3,CL-0032,Ana Velasco Zambrano
TX-COM-002-00059,COM-002,2025-01-06 12:05:42,Ingreso,Almuerzos,3.01,CL-0011,Jorge Almeida Sanchez
TX-COM-002-07493,COM-002,2025-01-06 12:14:00,Egreso,Pago a Proveedor,117.83,,Pronaca
TX-COM-002-00069,COM-002,2025-01-06 12:19:56,Ingreso,Almuerzos,5.42,CL-0039,Fernando Mendoza Cevallos
TX-COM-002-00064,COM-002,2025-01-06 13:02:35,Ingreso,Desayunos,3.92,CL-0038,Luis Martin Chavez
TX-COM-002-00058,COM-002,2025-01-06 13:09:55,Ingreso,Almuerzos,4.01,CL-0001,Rosa Garcia Gomez
TX-COM-002-00056,COM-002,2025-01-06 13:27:25,Ingreso,Bebidas,1.78,CL-0044,Juan Zambrano Sanchez
TX-COM-002-00052,COM-002,2025-01-06 13:38:28,Ingreso,Bebidas,1.61,CL-0015,Juan Rodriguez Martinez
TX-COM-002-00055,COM-002,2025-01-06 13:47:01,Ingreso,Almuerzos,3.57,CL-0032,Ana Velasco Zambrano
TX-COM-002-07763,COM-002,2025-01-06 14:20:00,Egreso,Pago a Proveedor,63.51,,Distribuidora La Merced
TX-COM-001-03152,COM-001,2025-01-06 15:31:00,Egreso,Pago a Proveedor,121.17,,La Fabril
TX-COM-001-00029,COM-001,2025-01-06 15:35:10,Ingreso,Snacks,2.8,CL-0017,Camila Perez Velasco
TX-COM-002-00067,COM-002,2025-01-06 16:44:46,Ingreso,Snacks y Pastelería,3.0,CL-0015,Juan Rodriguez Martinez
TX-COM-002-00068,COM-002,2025-01-06 18:38:45,Ingreso,Desayunos,2.86,CL-0045,Valentina Zambrano Perez
TX-COM-001-00030,COM-001,2025-01-06 21:59:34,Ingreso,Bebidas,18.98,CL-0049,Diego Fernandez Perez
TX-COM-001-00034,COM-001,2025-01-07 07:15:17,Ingreso,Limpieza,26.21,CL-0043,Maria Velasco Rodriguez
TX-COM-002-00074,COM-002,2025-01-07 07:39:28,Ingreso,Bebidas,1.9,CL-0018,Maria Velasco Chavez
TX-COM-002-00085,COM-002,2025-01-07 08:52:52,Ingreso,Desayunos,2.49,CL-0040,Carlos Perez Rodriguez
TX-COM-002-00084,COM-002,2025-01-07 08:59:33,Ingreso,Almuerzos,3.94,CL-0026,Andres Cevallos Gomez
TX-COM-002-00079,COM-002,2025-01-07 09:33:00,Ingreso,Almuerzos,4.61,CL-0026,Andres Cevallos Gomez
TX-COM-002-00072,COM-002,2025-01-07 11:22:59,Ingreso,Snacks y Pastelería,2.74,CL-0012,Maria Perez Martin
TX-COM-001-02952,COM-001,2025-01-07 11:30:00,Egreso,Pago a Proveedor,61.95,,Snacks Frito Lay
TX-COM-002-00073,COM-002,2025-01-07 11:30:12,Ingreso,Almuerzos,4.36,CL-0035,Carmen Noboa Lopez
TX-COM-002-00077,COM-002,2025-01-07 11:31:45,Ingreso,Snacks y Pastelería,2.44,CL-0010,Camila Fernandez Chavez
TX-COM-002-00086,COM-002,2025-01-07 12:08:43,Ingreso,Almuerzos,4.6,CL-0035,Carmen Noboa Lopez
TX-COM-002-00078,COM-002,2025-01-07 12:12:31,Ingreso,Bebidas,0.98,CL-0048,Maria Fernandez Gonzalez
TX-COM-002-00076,COM-002,2025-01-07 12:24:34,Ingreso,Platos Especiales,8.46,CL-0010,Camila Fernandez Chavez
TX-COM-002-00071,COM-002,2025-01-07 12:32:29,Ingreso,Almuerzos,3.87,CL-0049,Diego Fernandez Perez
TX-COM-001-00032,COM-001,2025-01-07 12:37:35,Ingreso,Abarrotes,13.99,CL-0015,Juan Rodriguez Martinez
TX-COM-002-00070,COM-002,2025-01-07 12:40:04,Ingreso,Almuerzos,4.84,CL-0042,Ana Rodriguez Gonzalez
TX-COM-002-00075,COM-002,2025-01-07 12:46:40,Ingreso,Almuerzos,3.19,CL-0043,Maria Velasco Rodriguez
TX-COM-002-00080,COM-002,2025-01-07 13:23:03,Ingreso,Desayunos,3.21,CL-0045,Valentina Zambrano Perez
TX-COM-002-00082,COM-002,2025-01-07 13:36:02,Ingreso,Almuerzos,4.55,CL-0002,Marta Fernandez Noboa
TX-COM-003-00026,COM-003,2025-01-07 13:39:39,Ingreso,Tratamientos Capilares,36.85,CL-0047,Fernando Saltos Saltos
TX-COM-002-00087,COM-002,2025-01-07 13:53:55,Ingreso,Bebidas,2.23,CL-0015,Juan Rodriguez Martinez
TX-COM-002-00083,COM-002,2025-01-07 14:11:49,Ingreso,Desayunos,1.92,CL-0048,Maria Fernandez Gonzalez
TX-COM-002-00081,COM-002,2025-01-07 14:23:48,Ingreso,Almuerzos,3.07,CL-0025,Mateo Rodriguez Chavez
TX-COM-003-00027,COM-003,2025-01-07 15:03:45,Ingreso,Corte y Peinado,10.2,CL-0031,Marta Almeida Martinez
TX-COM-002-00088,COM-002,2025-01-07 17:59:36,Ingreso,Snacks y Pastelería,1.49,CL-0007,Diego Gomez Lopez
TX-COM-001-00033,COM-001,2025-01-07 18:03:14,Ingreso,Lácteos,3.16,CL-0005,Camila Saltos Perez
TX-COM-002-00093,COM-002,2025-01-08 07:45:25,Ingreso,Snacks y Pastelería,3.35,CL-0024,Rosa Lopez Martinez
TX-COM-002-00101,COM-002,2025-01-08 08:11:23,Ingreso,Bebidas,1.1,CL-0040,Carlos Perez Rodriguez
TX-COM-002-00098,COM-002,2025-01-08 08:12:33,Ingreso,Snacks y Pastelería,2.5,CL-0046,Luis Fernandez Fernandez
TX-COM-002-00090,COM-002,2025-01-08 08:21:24,Ingreso,Bebidas,2.38,CL-0011,Jorge Almeida Sanchez
TX-COM-001-00038,COM-001,2025-01-08 08:25:46,Ingreso,Lácteos,24.65,CL-0022,Valentina Saltos Chavez
TX-COM-002-07592,COM-002,2025-01-08 08:32:00,Egreso,Pago a Proveedor,51.96,,La Fabril
TX-COM-002-00096,COM-002,2025-01-08 08:40:39,Ingreso,Bebidas,1.14,CL-0008,Rosa Rodriguez Chavez
TX-COM-002-00100,COM-002,2025-01-08 09:29:06,Ingreso,Almuerzos,3.77,CL-0021,Carlos Noboa Noboa
TX-COM-001-00039,COM-001,2025-01-08 09:34:28,Ingreso,Snacks,2.53,CL-0009,Fernando Gomez Gonzalez
TX-COM-002-00089,COM-002,2025-01-08 09:34:48,Ingreso,Almuerzos,4.7,CL-0022,Valentina Saltos Chavez
TX-COM-001-03054,COM-001,2025-01-08 09:46:00,Egreso,Pago a Proveedor,90.95,,Moderna Alimentos
TX-COM-002-00094,COM-002,2025-01-08 12:16:24,Ingreso,Almuerzos,5.38,CL-0036,Daniel Noboa Martinez
TX-COM-002-00097,COM-002,2025-01-08 13:04:59,Ingreso,Snacks y Pastelería,3.23,CL-0008,Rosa Rodriguez Chavez
TX-COM-002-00099,COM-002,2025-01-08 13:05:53,Ingreso,Almuerzos,3.59,CL-0024,Rosa Lopez Martinez
TX-COM-003-00028,COM-003,2025-01-08 13:07:52,Ingreso,Corte y Peinado,17.31,CL-0039,Fernando Mendoza Cevallos
TX-COM-002-00092,COM-002,2025-01-08 13:23:06,Ingreso,Almuerzos,4.32,CL-0015,Juan Rodriguez Martinez
TX-COM-002-00095,COM-002,2025-01-08 13:49:43,Ingreso,Almuerzos,4.52,CL-0019,Luis Velasco Sanchez
TX-COM-001-00037,COM-001,2025-01-08 13:55:46,Ingreso,Lácteos,10.79,CL-0004,Carlos Cevallos Garcia
TX-COM-002-00091,COM-002,2025-01-08 15:14:55,Ingreso,Platos Especiales,6.2,CL-0045,Valentina Zambrano Perez
TX-COM-003-00029,COM-003,2025-01-08 17:12:35,Ingreso,Corte y Peinado,13.57,CL-0011,Jorge Almeida Sanchez
TX-COM-003-00030,COM-003,2025-01-08 18:32:53,Ingreso,Tinte y Coloración,53.94,CL-0047,Fernando Saltos Saltos
TX-COM-001-00036,COM-001,2025-01-08 19:12:06,Ingreso,Bebidas,23.97,CL-0007,Diego Gomez Lopez
TX-COM-001-00035,COM-001,2025-01-08 19:56:36,Ingreso,Bebidas,17.1,CL-0037,Mateo Saltos Sanchez
TX-COM-001-00043,COM-001,2025-01-09 06:24:16,Ingreso,Limpieza,7.45,CL-0030,Rosa Martin Cevallos
TX-COM-002-00105,COM-002,2025-01-09 07:49:22,Ingreso,Almuerzos,4.92,CL-0012,Maria Perez Martin
TX-COM-002-00108,COM-002,2025-01-09 07:54:32,Ingreso,Desayunos,2.18,CL-0034,Valentina Rodriguez Rodriguez
TX-COM-002-00112,COM-002,2025-01-09 08:31:45,Ingreso,Desayunos,2.25,CL-0022,Valentina Saltos Chavez
TX-COM-001-02847,COM-001,2025-01-09 08:32:00,Egreso,Pago a Proveedor,118.53,,Arca Continental (Coca-Cola)
TX-COM-002-00115,COM-002,2025-01-09 08:32:08,Ingreso,Bebidas,2.22,CL-0020,Patricia Mendoza Lopez
TX-COM-002-00118,COM-002,2025-01-09 09:14:37,Ingreso,Almuerzos,5.0,CL-0042,Ana Rodriguez Gonzalez
TX-COM-001-03203,COM-001,2025-01-09 09:37:00,Egreso,Servicios Básicos,82.18,,CNT
TX-COM-002-00109,COM-002,2025-01-09 10:56:08,Ingreso,Desayunos,3.42,CL-0022,Valentina Saltos Chavez
TX-COM-002-00111,COM-002,2025-01-09 11:48:28,Ingreso,Snacks y Pastelería,2.46,CL-0035,Carmen Noboa Lopez
TX-COM-002-00107,COM-002,2025-01-09 12:53:08,Ingreso,Desayunos,2.9,CL-0049,Diego Fernandez Perez
TX-COM-002-00102,COM-002,2025-01-09 12:54:33,Ingreso,Snacks y Pastelería,3.04,CL-0007,Diego Gomez Lopez
TX-COM-002-00103,COM-002,2025-01-09 13:02:01,Ingreso,Almuerzos,4.07,CL-0040,Carlos Perez Rodriguez
TX-COM-002-00110,COM-002,2025-01-09 13:26:03,Ingreso,Desayunos,3.78,CL-0021,Carlos Noboa Noboa
TX-COM-002-00104,COM-002,2025-01-09 13:41:51,Ingreso,Almuerzos,5.12,CL-0007,Diego Gomez Lopez
TX-COM-002-00117,COM-002,2025-01-09 14:00:56,Ingreso,Platos Especiales,5.18,CL-0003,Paulina Gonzalez Garcia
TX-COM-003-00033,COM-003,2025-01-09 14:08:29,Ingreso,Corte y Peinado,13.9,CL-0033,Fernando Martin Perez
TX-COM-002-00113,COM-002,2025-01-09 14:17:34,Ingreso,Desayunos,3.96,CL-0041,Valentina Noboa Perez
TX-COM-001-00040,COM-001,2025-01-09 14:55:54,Ingreso,Abarrotes,41.93,CL-0036,Daniel Noboa Martinez
TX-COM-001-00042,COM-001,2025-01-09 15:13:55,Ingreso,Snacks,3.33,CL-0026,Andres Cevallos Gomez
TX-COM-003-00032,COM-003,2025-01-09 15:25:32,Ingreso,Manicure y Pedicure,12.76,CL-0008,Rosa Rodriguez Chavez
TX-COM-001-00041,COM-001,2025-01-09 16:00:05,Ingreso,Abarrotes,31.09,CL-0049,Diego Fernandez Perez
TX-COM-002-00106,COM-002,2025-01-09 16:07:44,Ingreso,Desayunos,3.04,CL-0038,Luis Martin Chavez
TX-COM-003-00031,COM-003,2025-01-09 17:19:34,Ingreso,Corte y Peinado,10.75,CL-0041,Valentina Noboa Perez
TX-COM-001-03010,COM-001,2025-01-09 17:50:00,Egreso,Pago a Proveedor,263.77,,Nestlé Ecuador
